/home/migly-home/git/roborescue-v1.2/boot/logs
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
Still waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
TRACE launcher : Setting 'misc.injury.fire.multiplier.police' to '1'
TRACE launcher : Setting 'misc.injury.fire.multiplier.fire' to '0.2'
TRACE launcher : Setting 'misc.injury.collapse.k' to '0.00025'
TRACE launcher : Setting 'misc.injury.collapse.l' to '0.01'
TRACE launcher : Setting 'misc.injury.collapse.noise.mean' to '0.1'
TRACE launcher : Setting 'misc.injury.collapse.noise.sd' to '0.01'
TRACE launcher : Setting 'misc.injury.bury.k' to '0.000035'
TRACE launcher : Setting 'misc.injury.bury.l' to '0.01'
TRACE launcher : Setting 'misc.injury.bury.noise.mean' to '0.1'
TRACE launcher : Setting 'misc.injury.bury.noise.sd' to '0.01'
TRACE launcher : Setting 'misc.injury.fire.k' to '0.00025'
TRACE launcher : Setting 'misc.injury.fire.l' to '0.03'
TRACE launcher : Setting 'misc.injury.fire.noise.mean' to '0.1'
TRACE launcher : Setting 'misc.injury.fire.noise.sd' to '0.01'
INFO launcher : Processing ../jars/collapse.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/standard.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/collapse.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/standard.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Registered message factory 'rescuecore2.standard.messages.StandardMessageFactory' with registry System
INFO launcher : Processing jar directory: /home/migly-home/git/roborescue-v1.2/boot/../jars
INFO launcher : Processing ../jars/resq-fire.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/gis2.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Registered entity factory 'rescuecore2.standard.entities.StandardEntityFactory' with registry System
INFO launcher : Registered entity factory 'rescuecore2.standard.entities.StandardEntityFactory' with registry System
INFO launcher : Processing ../jars/clear.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/human.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/sample.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
WARN launcher : Class sample.CustomRegistryTestAgent$CustomEntityFactory not found
INFO launcher : Registered property factory 'rescuecore2.standard.entities.StandardPropertyFactory' with registry System
INFO launcher : Registered property factory 'rescuecore2.standard.entities.StandardPropertyFactory' with registry System
INFO launcher : Processing ../jars/maps.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Registered message factory 'rescuecore2.standard.messages.StandardMessageFactory' with registry System
INFO launcher : Launching 1 instances of component 'firesimulator.FireSimulatorWrapper'...
INFO launcher : Processing ../jars/traffic3.jar
INFO launcher : Processing ../jars/maps.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Launching 1 instances of component 'clear.ClearSimulator'...
INFO launcher : Launching instance 1...
INFO launcher : Registered message factory 'rescuecore2.standard.messages.StandardMessageFactory' with registry System
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/ignition.jar
INFO launcher : Launching instance 1...
DEBUG launcher : Inspecting manifest...
INFO launcher : Processing ../jars/maps.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Launching 1 instances of component 'collapse.CollapseSimulator'...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/misc.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/handy.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/kernel.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Launching instance 1...
INFO launcher : Processing ../jars/collapse.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/standard.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Registered entity factory 'rescuecore2.standard.entities.StandardEntityFactory' with registry System
INFO launcher : Registered property factory 'rescuecore2.standard.entities.StandardPropertyFactory' with registry System
INFO launcher : Registered message factory 'rescuecore2.standard.messages.StandardMessageFactory' with registry System
INFO launcher : Processing ../jars/maps.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Launching 1 instances of component 'misc.MiscSimulator'...
INFO launcher : Launching instance 1...
Waiting for 'success'...
Still waiting for 'success'...
INFO launcher : success
INFO launcher : Launching instance 1...
Still waiting for 'success'...
INFO launcher : success
INFO launcher : success
INFO launcher : success
WARN firesimulator.world.World : unable to load radiation sample file "rays/14542274827.rays", sampling:
INFO launcher : success
waiting for traffic to connect...
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/traffic-out.log' to exist...
Waiting for 'success'...
waiting for fire to connect...
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/fire-out.log' to exist...
Waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
Still waiting for 'success'...
INFO launcher : success
waiting for ignition to connect...
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/ignition-out.log' to exist...
Waiting for 'success'...
waiting for collapse to connect...
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/collapse-out.log' to exist...
Waiting for 'success'...
waiting for clear to connect...
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/clear-out.log' to exist...
Waiting for 'success'...
TRACE launcher : Reading included config 'common.cfg'
TRACE launcher : Reading included config 'types.cfg'
TRACE launcher : Setting 'loadabletypes.inspect.dir' to '../jars'
TRACE launcher : Setting 'loadabletypes.inspect.deep' to 'yes'
TRACE launcher : Setting 'random.seed' to '1'
TRACE launcher : Setting 'senario.human.random-id' to 'true'
TRACE launcher : Setting 'kernel.host' to 'localhost'
TRACE launcher : Setting 'kernel.port' to '7000'
TRACE launcher : Setting 'civilian.help.probability' to '0.1'
TRACE launcher : Setting 'civilian.ouch.probability' to '0.1'
TRACE launcher : Setting 'civilian.conscious.threshold' to '2500'
INFO launcher : Processing jar directory: /home/migly-home/git/roborescue-v1.2/boot/../jars
INFO launcher : Processing ../jars/resq-fire.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/gis2.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/clear.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/human.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/sample.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : No INSTANCE field in class sample.CustomRegistryTestAgent$CustomEntityFactory
INFO launcher : Could not instantiate class sample.CustomRegistryTestAgent$CustomEntityFactory
INFO launcher : Processing ../jars/traffic3.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/ignition.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/misc.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/handy.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/kernel.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/collapse.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Processing ../jars/standard.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Registered entity factory 'rescuecore2.standard.entities.StandardEntityFactory' with registry System
INFO launcher : Registered property factory 'rescuecore2.standard.entities.StandardPropertyFactory' with registry System
INFO launcher : Registered message factory 'rescuecore2.standard.messages.StandardMessageFactory' with registry System
INFO launcher : Processing ../jars/maps.jar
DEBUG launcher : Inspecting manifest...
DEBUG launcher : Looking for likely class names...
INFO launcher : Launching many instances of component 'sample.SampleCivilian'...
INFO launcher : Launching instance 1...
INFO launcher : success
INFO launcher : Launching instance 2...
INFO launcher : success
INFO launcher : Launching instance 3...
INFO launcher : success
INFO launcher : Launching instance 4...
INFO launcher : success
INFO launcher : Launching instance 5...
INFO launcher : success
INFO launcher : Launching instance 6...
INFO launcher : success
INFO launcher : Launching instance 7...
INFO launcher : success
INFO launcher : Launching instance 8...
INFO launcher : success
INFO launcher : Launching instance 9...
INFO launcher : success
INFO launcher : Launching instance 10...
INFO launcher : success
INFO launcher : Launching instance 11...
INFO launcher : success
INFO launcher : Launching instance 12...
INFO launcher : success
INFO launcher : Launching instance 13...
INFO launcher : success
INFO launcher : Launching instance 14...
INFO launcher : success
INFO launcher : Launching instance 15...
INFO launcher : success
INFO launcher : Launching instance 16...
INFO launcher : success
INFO launcher : Launching instance 17...
INFO launcher : success
INFO launcher : Launching instance 18...
INFO launcher : success
INFO launcher : Launching instance 19...
INFO launcher : success
INFO launcher : Launching instance 20...
INFO launcher : success
INFO launcher : Launching instance 21...
INFO launcher : success
INFO launcher : Launching instance 22...
INFO launcher : success
INFO launcher : Launching instance 23...
INFO launcher : success
INFO launcher : Launching instance 24...
INFO launcher : success
INFO launcher : Launching instance 25...
INFO launcher : success
INFO launcher : Launching instance 26...
INFO launcher : success
INFO launcher : Launching instance 27...
INFO launcher : success
INFO launcher : Launching instance 28...
INFO launcher : success
INFO launcher : Launching instance 29...
Start your agents
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
Waiting for 'Kernel has shut down'...
INFO launcher : success
INFO launcher : Launching instance 30...
INFO launcher : success
INFO launcher : Launching instance 31...
INFO launcher : success
INFO launcher : Launching instance 32...
INFO launcher : success
INFO launcher : Launching instance 33...
INFO launcher : success
INFO launcher : Launching instance 34...
INFO launcher : success
INFO launcher : Launching instance 35...
INFO launcher : success
INFO launcher : Launching instance 36...
INFO launcher : success
INFO launcher : Launching instance 37...
INFO launcher : success
INFO launcher : Launching instance 38...
INFO launcher : success
INFO launcher : Launching instance 39...
INFO launcher : success
INFO launcher : Launching instance 40...
INFO launcher : success
INFO launcher : Launching instance 41...
INFO launcher : success
INFO launcher : Launching instance 42...
INFO launcher : success
INFO launcher : Launching instance 43...
INFO launcher : success
INFO launcher : Launching instance 44...
INFO launcher : success
INFO launcher : Launching instance 45...
INFO launcher : success
INFO launcher : Launching instance 46...
INFO launcher : success
INFO launcher : Launching instance 47...
INFO launcher : success
INFO launcher : Launching instance 48...
INFO launcher : success
INFO launcher : Launching instance 49...
INFO launcher : success
INFO launcher : Launching instance 50...
